episode,phase,step0_tool,reward,success,top_patterns
925,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.231|textblob.TextBlob:0.159|textblob.TextBlob:0.107
926,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.231|textblob.TextBlob:0.159|textblob.TextBlob:0.107
927,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.231|textblob.TextBlob:0.159|textblob.TextBlob:0.107
928,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.231|textblob.TextBlob:0.159|textblob.TextBlob:0.107
929,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.231|textblob.TextBlob:0.159|textblob.TextBlob:0.107
930,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.153|textblob.TextBlob:0.114|textblob.TextBlob:0.074
931,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.147|textblob.TextBlob:0.113|textblob.TextBlob:0.092
932,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.147|textblob.TextBlob:0.113|textblob.TextBlob:0.100
933,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.126|textblob.TextBlob:0.103|textblob.TextBlob:0.100
934,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.123|textblob.TextBlob:0.120|textblob.TextBlob:0.116
935,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.147|textblob.TextBlob:0.138|textblob.TextBlob:0.099
936,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.147|textblob.TextBlob:0.138|textblob.TextBlob:0.100
937,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.147|textblob.TextBlob:0.138|textblob.TextBlob:0.100
938,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.138|textblob.TextBlob:0.128|textblob.TextBlob:0.091
939,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.138|textblob.TextBlob:0.128|textblob.TextBlob:0.100
940,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.128|textblob.TextBlob:0.128|textblob.TextBlob:0.098
941,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.138|textblob.TextBlob:0.126|textblob.TextBlob:0.118
942,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.138|textblob.TextBlob:0.126|textblob.TextBlob:0.118
943,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.132|textblob.TextBlob:0.131|textblob.TextBlob:0.108
944,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.159|textblob.TextBlob:0.131|textblob.TextBlob:0.110
945,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.189|textblob.TextBlob:0.129|textblob.TextBlob:0.125
946,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.189|textblob.TextBlob:0.129|textblob.TextBlob:0.125
947,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.189|textblob.TextBlob:0.129|textblob.TextBlob:0.125
948,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.189|textblob.TextBlob:0.129|textblob.TextBlob:0.125
949,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.189|textblob.TextBlob:0.129|textblob.TextBlob:0.125
950,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.189|textblob.TextBlob:0.129|textblob.TextBlob:0.125
951,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.189|textblob.TextBlob:0.129|textblob.TextBlob:0.125
952,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.189|textblob.TextBlob:0.129|textblob.TextBlob:0.125
953,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.189|textblob.TextBlob:0.129|textblob.TextBlob:0.125
954,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.116|textblob.TextBlob:0.074|textblob.TextBlob:0.068
955,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.111|textblob.TextBlob:0.074|textblob.TextBlob:0.069
956,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.111|textblob.TextBlob:0.100|textblob.TextBlob:0.074
957,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.111|textblob.TextBlob:0.100|textblob.TextBlob:0.100
958,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.111|textblob.TextBlob:0.100|textblob.TextBlob:0.100
959,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.079|textblob.TextBlob:0.079|textblob.TextBlob:0.075
960,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.079|textblob.TextBlob:0.079
961,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.079
962,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.082|textblob.TextBlob:0.082|textblob.TextBlob:0.072
963,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.087|textblob.TextBlob:0.084|textblob.TextBlob:0.079
964,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.087|textblob.TextBlob:0.084
965,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.087|textblob.TextBlob:0.087|textblob.TextBlob:0.080
966,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.098|textblob.TextBlob:0.086|textblob.TextBlob:0.085
967,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.104|textblob.TextBlob:0.099|textblob.TextBlob:0.091
968,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.104|textblob.TextBlob:0.100|textblob.TextBlob:0.099
969,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.104|textblob.TextBlob:0.100|textblob.TextBlob:0.100
970,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.104|textblob.TextBlob:0.100|textblob.TextBlob:0.100
971,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.089|textblob.TextBlob:0.078|textblob.TextBlob:0.078
972,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.099|textblob.TextBlob:0.089|textblob.TextBlob:0.088
973,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.105|textblob.TextBlob:0.105|textblob.TextBlob:0.098
974,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.105|textblob.TextBlob:0.105|textblob.TextBlob:0.100
975,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.105|textblob.TextBlob:0.105|textblob.TextBlob:0.100
976,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.103|textblob.TextBlob:0.091|textblob.TextBlob:0.089
977,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.103|textblob.TextBlob:0.100|textblob.TextBlob:0.091
978,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.107|textblob.TextBlob:0.094|textblob.TextBlob:0.088
979,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.115|textblob.TextBlob:0.102|textblob.TextBlob:0.094
980,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.115|textblob.TextBlob:0.102|textblob.TextBlob:0.100
981,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.110|textblob.TextBlob:0.103|textblob.TextBlob:0.092
982,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.118|textblob.TextBlob:0.110|textblob.TextBlob:0.104
983,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.137|textblob.TextBlob:0.120|textblob.TextBlob:0.110
984,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.137|textblob.TextBlob:0.120|textblob.TextBlob:0.110
985,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.145|textblob.TextBlob:0.123|textblob.TextBlob:0.099
986,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.145|textblob.TextBlob:0.123|textblob.TextBlob:0.100
987,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.149|textblob.TextBlob:0.120|textblob.TextBlob:0.097
988,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.158|textblob.TextBlob:0.125|textblob.TextBlob:0.118
989,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.158|textblob.TextBlob:0.125|textblob.TextBlob:0.118
990,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.158|textblob.TextBlob:0.125|textblob.TextBlob:0.118
991,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.131|textblob.TextBlob:0.122|textblob.TextBlob:0.109
992,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.147|textblob.TextBlob:0.124|textblob.TextBlob:0.108
993,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.147|textblob.TextBlob:0.124|textblob.TextBlob:0.108
994,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.153|textblob.TextBlob:0.112|textblob.TextBlob:0.106
995,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.168|textblob.TextBlob:0.127|textblob.TextBlob:0.113
996,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.168|textblob.TextBlob:0.127|textblob.TextBlob:0.113
997,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.168|textblob.TextBlob:0.127|textblob.TextBlob:0.113
998,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.143|textblob.TextBlob:0.115|textblob.TextBlob:0.110
999,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.143|textblob.TextBlob:0.115|textblob.TextBlob:0.110
