episode,phase,step0_tool,reward,success,top_patterns
0,Tool Familiarization,re_findall,-1.0,0,index:0.172|float:0.168|split:0.167
933,Pattern Extraction,none,1.0,1,re.findall:0.148|re.findall:0.134|re.findall:0.122
934,Pattern Extraction,none,1.0,1,re.findall:0.148|re.findall:0.134|re.findall:0.122
935,Pattern Extraction,none,1.0,1,re.findall:0.148|re.findall:0.134|re.findall:0.122
936,Pattern Extraction,none,1.0,1,re.findall:0.148|re.findall:0.134|re.findall:0.122
937,Pattern Extraction,re.findall,-1.0,0,re.findall:0.115|re.findall:0.112|re.findall:0.094
938,Pattern Extraction,none,1.0,1,re.findall:0.115|re.findall:0.112|re.findall:0.100
939,Pattern Extraction,none,1.0,1,re.findall:0.115|re.findall:0.112|re.findall:0.100
940,Pattern Extraction,re.findall,-1.0,0,re.findall:0.107|re.findall:0.099|re.findall:0.086
941,Pattern Extraction,re.findall,-1.0,0,re.findall:0.122|re.findall:0.097|re.findall:0.090
942,Pattern Extraction,re.findall,-1.0,0,re.findall:0.134|re.findall:0.099|re.findall:0.098
943,Pattern Extraction,re.findall,-1.0,0,re.findall:0.132|re.findall:0.119|re.findall:0.107
944,Pattern Extraction,none,1.0,1,re.findall:0.132|re.findall:0.119|re.findall:0.107
945,Pattern Extraction,none,1.0,1,re.findall:0.132|re.findall:0.119|re.findall:0.107
946,Pattern Extraction,re.findall,-1.0,0,re.findall:0.112|re.findall:0.106|re.findall:0.096
947,Pattern Extraction,none,1.0,1,re.findall:0.112|re.findall:0.106|re.findall:0.100
948,Pattern Extraction,none,1.0,1,re.findall:0.112|re.findall:0.106|re.findall:0.100
949,Pattern Extraction,none,1.0,1,re.findall:0.112|re.findall:0.106|re.findall:0.100
950,Pattern Extraction,none,1.0,1,re.findall:0.112|re.findall:0.106|re.findall:0.100
951,Pattern Extraction,none,1.0,1,re.findall:0.112|re.findall:0.106|re.findall:0.100
952,Pattern Extraction,none,1.0,1,re.findall:0.112|re.findall:0.106|re.findall:0.100
953,Pattern Extraction,re.findall,-1.0,0,re.findall:0.073|re.findall:0.065|re.findall:0.065
954,Pattern Extraction,re.findall,-1.0,0,re.findall:0.074|re.findall:0.074|re.findall:0.074
955,Pattern Extraction,re.findall,-1.0,0,re.findall:0.086|re.findall:0.083|re.findall:0.080
956,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.086|re.findall:0.083
957,Pattern Extraction,re.findall,-1.0,0,re.findall:0.089|re.findall:0.085|re.findall:0.083
958,Pattern Extraction,re.findall,-1.0,0,re.findall:0.093|re.findall:0.092|re.findall:0.090
959,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.093|re.findall:0.092
960,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.093
961,Pattern Extraction,re.findall,-1.0,0,re.findall:0.086|re.findall:0.084|re.findall:0.082
962,Pattern Extraction,re.findall,-1.0,0,re.findall:0.095|re.findall:0.087|re.findall:0.087
963,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.095|re.findall:0.087
964,Pattern Extraction,re.findall,-1.0,0,re.findall:0.099|re.findall:0.089|re.findall:0.086
965,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.099|re.findall:0.089
966,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.099
967,Pattern Extraction,re.findall,-1.0,0,re.findall:0.093|re.findall:0.085|re.findall:0.084
968,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.093|re.findall:0.085
969,Pattern Extraction,re.findall,-1.0,0,re.findall:0.095|re.findall:0.091|re.findall:0.085
970,Pattern Extraction,re.findall,-1.0,0,re.findall:0.106|re.findall:0.098|re.findall:0.097
971,Pattern Extraction,none,1.0,1,re.findall:0.106|re.findall:0.100|re.findall:0.098
972,Pattern Extraction,re.findall,-1.0,0,re.findall:0.110|re.findall:0.101|re.findall:0.092
973,Pattern Extraction,none,1.0,1,re.findall:0.110|re.findall:0.101|re.findall:0.100
974,Pattern Extraction,none,1.0,1,re.findall:0.110|re.findall:0.101|re.findall:0.100
975,Pattern Extraction,none,1.0,1,re.findall:0.110|re.findall:0.101|re.findall:0.100
976,Pattern Extraction,none,1.0,1,re.findall:0.110|re.findall:0.101|re.findall:0.100
977,Pattern Extraction,none,1.0,1,re.findall:0.110|re.findall:0.101|re.findall:0.100
978,Pattern Extraction,re.findall,-1.0,0,re.findall:0.078|re.findall:0.077|re.findall:0.070
979,Pattern Extraction,re.findall,-1.0,0,re.findall:0.085|re.findall:0.080|re.findall:0.079
980,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.085|re.findall:0.080
981,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.085
982,Pattern Extraction,re.findall,-1.0,0,re.findall:0.085|re.findall:0.078|re.findall:0.078
983,Pattern Extraction,re.findall,-1.0,0,re.findall:0.096|re.findall:0.085|re.findall:0.080
984,Pattern Extraction,re.findall,-1.0,0,re.findall:0.111|re.findall:0.094|re.findall:0.085
985,Pattern Extraction,none,1.0,1,re.findall:0.111|re.findall:0.100|re.findall:0.094
986,Pattern Extraction,re.findall,-1.0,0,re.findall:0.116|re.findall:0.096|re.findall:0.094
987,Pattern Extraction,re.findall,-1.0,0,re.findall:0.126|re.findall:0.111|re.findall:0.105
988,Pattern Extraction,none,1.0,1,re.findall:0.126|re.findall:0.111|re.findall:0.105
989,Pattern Extraction,none,1.0,1,re.findall:0.126|re.findall:0.111|re.findall:0.105
990,Pattern Extraction,none,1.0,1,re.findall:0.126|re.findall:0.111|re.findall:0.105
991,Pattern Extraction,re.findall,-1.0,0,re.findall:0.105|re.findall:0.101|re.findall:0.084
992,Pattern Extraction,re.findall,-1.0,0,re.findall:0.127|re.findall:0.097|re.findall:0.092
993,Pattern Extraction,re.findall,-1.0,0,re.findall:0.149|re.findall:0.110|re.findall:0.106
994,Pattern Extraction,none,1.0,1,re.findall:0.149|re.findall:0.110|re.findall:0.106
995,Pattern Extraction,none,1.0,1,re.findall:0.149|re.findall:0.110|re.findall:0.106
996,Pattern Extraction,none,1.0,1,re.findall:0.149|re.findall:0.110|re.findall:0.106
997,Pattern Extraction,re.findall,-1.0,0,re.findall:0.121|re.findall:0.104|re.findall:0.095
998,Pattern Extraction,re.findall,-1.0,0,re.findall:0.127|re.findall:0.120|re.findall:0.109
999,Pattern Extraction,none,1.0,1,re.findall:0.127|re.findall:0.120|re.findall:0.109
